R998011,R615810
R633544,R702556
R842822,R499039
R572039,R189775
R239802,R116759
R302845,R364415
R216192,R987377
R974980,R146358
R917789,R585054
R982841,R716986
R415194,R927785
R827789,R847652
R491208,R964642
R155098,R867034
R746890,R892755
R163376,R484679
R418284,R920916
R675484,R185170
R181470,R498322
R486467,R876664
R324004,R439593
R489649,R746560
R808600,R960284
R409636,R935341
R821031,R350503
R632054,R493643
R167633,R798094
R567778,R179787
R573567,R389382
R574167,R643173
R497626,R463483
R372393,R198794
R446701,R572361
R399223,R899250
R271180,R430840
R803314,R838346
R167615,R853707
R446732,R872445
R647077,R354493
R733170,R793618
R545054,R275320
R873216,R445318
R698183,R291983
R212109,R312523
R988424,R466016
R835617,R850414
R895296,R584586
R727975,R997470
R784388,R760583
R425703,R428006
R903501,R693125
R780869,R235066
R531968,R421617
R842610,R956451
R611521,R666398
R737210,R990004
R459465,R829713
R771677,R639437
R366314,R776087
R630738,R276643
R893705,R317042
R780877,R818780
R979533,R393423
R212237,R626841
R185707,R361967
R906427,R123127
R604779,R132168
R760091,R677117
R371367,R223618
R464297,R655406
R957198,R502933
R286216,R896510
R842929,R574832
R976711,R181956
R272741,R992383
R161295,R142529
R970101,R812072
R291663,R713240
R319864,R746983
R106938,R545316
R501642,R291152
R364249,R292765
R718453,R610931
R995040,R872063
R964343,R576190
R500356,R369210
R234652,R549419
R394554,R293746
R185253,R461189
R259410,R626007
R712873,R292682
R815766,R593735
R278773,R780153
R128447,R137554
R247716,R459303
R915638,R745524
R356443,R457104
R950574,R156028
R154397,R727113
R328182,R157214
R669736,R583989
R362146,R403371
R199814,R706694
R923899,R798941
R879872,R868967
R896972,R822602
R564521,R576971
R318219,R396112
R894218,R125686
R183698,R291881
R777630,R257134
R254949,R893302
R989634,R305483
R577601,R415972
R450607,R489267
R616501,R819867
R116148,R114195
R856227,R176767
R683444,R954647
R380082,R473437
R816927,R459752
R312782,R246792
R140816,R837622
R336709,R737964
R762634,R193083
R836554,R371846
R664016,R431277
R290962,R641044
R758408,R127628
R351394,R473681
R485777,R281977
R333698,R647233
R112981,R431622
R215286,R702857
R209956,R512981
R859244,R114600
R791216,R794588
R253168,R394627
R755650,R412739
R649575,R151929
R611263,R912161
R679498,R598364
R384634,R700356
R506235,R301418
R441145,R298945
R456459,R521947
R296293,R144799
R492742,R620012
R448369,R501725
R114164,R354238
R983391,R718885
R172079,R581194
R414859,R967975
R287292,R988608
R427837,R180942
R736165,R936271
R512560,R983174
R588898,R557477
R136482,R261224
R382304,R388042
R459546,R867021
R414987,R201226
R818438,R301227
R793489,R150623
R781978,R947863
R467043,R323028
R793985,R320684
R165664,R679912
R907968,R443744
R599424,R363904
R631539,R650579
R534175,R861444
R198865,R616184
R333605,R226259
R378612,R101366
R463585,R821247
R837577,R518533
R532893,R321783
R488829,R614868
R629126,R269021
R229992,R993422
R818934,R138960
R814825,R880180
R993575,R716964
R241433,R901236
R821194,R989623
R645466,R164083
R737926,R105105
R862555,R904584
R438600,R647074
R501539,R110192
R729315,R515717
R902956,R631737
R596959,R547993
R411785,R297287
R972099,R354856
R427718,R812182
R814018,R521652
R698345,R638145
R174034,R235909
R139731,R794830
R877032,R704005
R446862,R939136
R445717,R929058
R654376,R376027
R119661,R812403
R986259,R734723
R722772,R645953
R192587,R960955
R311846,R650289
R314840,R406625
R886388,R409245
R253147,R203661
R972105,R816979
R121811,R724186
R703213,R380316
R404059,R163439
R675936,R942038
R483308,R785303
R696264,R903028
R454825,R973926
R625168,R377221
R623573,R204423
R436380,R163758
R393040,R805238
R331292,R934375
R163072,R754956
R999985,R948987
R258432,R850678
R756145,R246955
R905893,R651721
R694769,R986992
R845172,R173234
R573762,R867810
R928243,R115615
R613850,R174880
R817902,R850374
R491461,R807579
R367149,R412893
R793215,R413237
R810674,R142663
R196430,R207801
R815033,R153572
R558704,R518029
R382256,R619890
R767853,R202978
R666367,R216588
R101738,R189079
R118682,R916384
R814394,R779997
R107295,R792347
R646325,R204425
R184815,R788613
R654201,R845396
R664510,R664463
R910899,R219759
R681110,R883797
R398790,R752928
R760684,R327396
R454261,R189723
R991464,R481426
R646614,R894834
R330291,R371489
R891208,R256044
R899637,R996164
R705289,R481381
R621159,R403424
R338513,R480920
R450444,R786478
R599609,R623176
R290808,R102883
R241680,R599927
R683073,R430225
R170329,R319172
R108272,R689195
R275597,R678738
R134898,R299550
R394237,R643250
R933364,R720964
R637668,R647426
R729745,R862747
R554982,R705857
R948401,R628581
R871452,R494619
R303677,R155966
R877108,R605873
R376790,R612570
R927075,R823085
R152722,R806684
R808055,R472946
R630306,R753397
R228299,R190025
R638139,R185738
R318534,R249406
R529216,R135773
R363903,R549483
R237861,R909932
R259447,R447142
R729760,R877425
R787419,R221541
R745645,R912908
R543669,R290745
R198657,R696725
R919416,R337736
R759248,R643873
R786709,R660196
R481017,R516824
R673579,R112902
R227154,R800283
R703133,R163441
R131732,R320175
R677779,R381401
R231803,R946790
R563040,R282774
R509383,R926974
R568089,R955050
R154740,R456575
R160084,R677802
R445415,R562820
R443431,R386019
R454893,R110664
R950766,R641913
R549215,R673559
R545776,R234429
R231024,R186090
R978059,R528103
R632158,R883644
R419868,R518128
R534606,R813439
R803330,R535627
R206487,R140164
R686819,R781288
R363870,R348304
R723351,R164660
R991255,R636832
R431838,R892506
R626316,R954752
R781678,R149285
R220386,R695853
R128676,R874854
R897167,R966827
R782761,R441344
R923953,R498229
R964716,R513254
R392657,R293858
R517191,R206190
R408300,R121111
R147853,R994838
R786656,R567307
R183795,R704867
R793046,R865942
R657856,R489318
R586080,R628355
R697570,R331576
R671925,R926549
R692139,R283548
R675720,R793711
R832379,R390859
R331708,R480861
R911300,R702426
R655682,R315539
R194170,R571986
R387071,R687206
R481067,R773020
R536800,R285416
R159795,R428391
R667397,R990655
R488057,R149835
R521194,R400551
R769888,R508117
R819421,R393782
R914446,R331119
R647316,R831998
R710017,R268086
R169732,R854228
R182410,R493738
R800679,R291423
R751501,R820023
R234425,R994861
R775574,R585666
R504249,R518782
R473016,R256334
R770641,R107101
R519973,R845492
R203794,R837527
R706190,R821930
R676598,R209550
R701936,R510112
R347329,R661202
R691657,R865605
R788269,R898273
R889086,R706674
R226907,R354935
R919178,R999358
R125740,R297038
R160829,R103536
R211440,R143997
R555171,R285853
R372501,R615350
R600685,R632489
R288799,R933201
R291475,R962403
R138035,R635086
R404466,R537564
R855412,R148797
R747943,R525288
R478655,R841605
R252624,R945746
R443037,R405415
R116446,R908695
R661244,R968118
R127903,R196874
R353697,R171502
R547058,R748139
R413746,R971720
R554146,R292366
R184153,R604656
R932091,R197873
R739477,R126075
R373901,R210762
R464017,R401446
R196863,R769988
R430455,R285037
R726338,R274571
R893698,R844205
R805974,R708368
R344782,R311105
R430577,R483811
R894044,R188052
R539100,R705087
R844091,R539465
R669596,R618304
R534294,R420799
R674936,R778569
R288464,R403586
R310361,R868257
R382118,R961580
R388448,R433775
R513015,R290009
R325712,R956704
R757181,R189858
R652627,R249612
R940195,R618900
R492800,R348167
R604005,R440580
R614896,R885374
R205608,R216603
R672371,R468410
R986108,R203811
R276828,R126971
R601096,R579759
R450094,R987385
R501165,R119948
R939165,R717402
R480919,R496977
R398142,R770304
R998788,R904171
R121755,R639629
R289997,R500063
R444251,R441018
R778610,R815698
R126933,R885203
R658853,R729371
R882080,R509948
R181530,R272308
R508952,R799675
R971560,R456791
R815002,R783981
R310319,R970765
R959190,R608825
R471344,R899676
R866711,R255209
R733696,R430491
R258081,R750815
R125069,R448122
R952330,R922713
R734619,R908934
R110259,R858236
R578518,R742178
R749618,R928398
R589680,R904843
R667483,R407389
R275820,R557760
R735886,R818245
R920855,R735816
R554766,R396990
R948934,R868679
R340235,R116293
R504368,R683826
R200422,R468449
R572131,R149105
R324046,R256410
R340393,R404987
R563896,R633318
R357586,R455993
R929869,R419158
R815952,R718948
R645011,R486296
R886450,R534772
R208906,R483844
R818545,R657546
R614512,R913146
R616476,R724688
R599442,R541599
R788051,R212423
R375867,R155270
R506251,R949976
R308763,R403671
R472302,R709574
R584449,R885307
R484121,R110925
R106919,R839842
R780770,R553893
R176665,R884716
R243339,R863778
R377374,R704638
R493822,R551045
R137167,R694648
R538269,R482412
R101353,R946066
R111351,R460194
R232638,R724627
R667370,R705061
R775011,R613469
R110678,R257140
R180148,R669774
R776819,R953775
R771546,R286139
R178254,R554226
R700559,R633126
R791729,R121801
R493699,R313758
R359869,R665005
R367656,R221151
R585010,R987557
R307887,R179213
R243746,R494886
R285553,R722987
R629810,R517031
R349639,R102940
R429535,R680140
R314633,R869107
R367125,R684330
R223121,R527825
R322877,R971973
R499444,R792154
R565212,R460065
R479001,R823783
R653749,R904832
R605544,R361724
R642484,R136235
R169414,R741114
R503627,R953772
R286770,R223043
R586379,R633244
R607393,R742375
R473677,R465344
R485370,R151447
R728602,R641288
R643029,R994879
R226447,R128184
R520402,R412164
R907254,R680144
R300406,R207936
R642912,R578917
R242180,R374541
R873194,R184022
R146142,R184409
R615388,R177937
R843735,R286105
R960637,R764203
R109342,R785015
R822990,R956700
R787099,R318050
R846300,R395051
R275491,R954951
R364155,R148487
R880283,R210753
R565115,R138120
R570317,R316633
R958353,R730925
R999120,R397181
R178505,R464474
R246269,R914193
R408662,R148228
R173976,R567394
R350159,R211362
R619623,R964947
R823425,R174300
R911158,R177084
R451809,R505730
R451121,R209459
R736069,R112862
R403046,R399605
R351440,R111595
R933714,R680008
R484434,R433804
R382237,R103131
R317241,R303032
R467606,R345504
R582761,R879709
R171049,R732687
R798298,R291316
R279338,R463376
R647493,R647550
R530214,R697240
R416230,R260163
R743272,R118128
R447405,R609841
R594574,R557737
R195124,R919428
R610228,R418060
R834938,R880082
R194160,R946809
R602967,R231280
R595973,R640996
R839544,R924230
R525424,R408647
R153874,R222680
R795712,R765279
R877209,R369875
R214084,R520674
R387947,R776915
R736261,R850750
R721523,R782381
R834160,R513915
R131046,R255835
R753055,R950847
R294331,R749280
R345993,R779175
R725314,R455909
R739144,R327708
R365930,R533479
R456127,R288769
R859163,R374243
R309950,R299495
R887133,R560478
R299280,R463749
R283504,R317647
R915528,R779698
R266407,R402011
R437205,R323613
R853316,R980546
R311091,R987071
R796995,R240453
R601084,R972917
R574916,R926290
R177560,R572321
R617384,R756019
R858152,R128412
R878866,R467799
R687996,R419145
R936448,R638422
R903755,R338776
R545696,R333875
R580605,R739917
R844581,R322528
R211703,R976576
R717479,R661666
R450787,R968035
R440424,R340061
R599117,R567564
R522167,R207084
R340619,R302489
R144940,R276211
R199425,R291199
R753341,R815421
R205776,R631483
R591477,R973956
R120954,R149182
R969525,R953173
R741377,R405031
R489134,R236442
R350759,R494743
R499671,R340156
R452209,R974305
R943729,R364981
R574395,R570068
R855765,R841730
R345653,R705094
R482227,R628827
R453740,R561084
R696149,R322891
R167619,R489061
R665637,R143542
R730337,R974622
R922210,R848715
R498607,R715593
R351992,R235070
R825379,R464934
R741002,R812831
R239904,R402195
R695431,R166733
R574605,R765382
R819697,R529941
R343367,R453512
R740861,R384331
R500435,R459569
R516518,R894649
R378087,R984665
R173142,R499393
R895278,R217917
R293282,R390558
R760012,R576956
R266381,R974799
R412308,R484352
R618293,R618195
R812318,R999180
R377933,R676397
R763721,R844057
R499860,R872253
R237366,R529116
R642538,R892830
R776258,R199430
R449934,R848388
R217631,R944077
R476007,R228392
R576541,R306331
R919663,R751632
R359675,R259558
R626711,R309577
R672586,R917657
R375089,R101453
R223619,R757425
R737742,R511668
R460834,R300551
R532539,R444719
R954197,R809378
R476448,R758342
R762340,R730027
R407016,R629045
R407271,R371799
R647625,R805724
R549480,R337260
R355063,R623933
R176739,R179856
R452185,R276252
R785336,R112405
R452582,R568505
R106261,R272161
R429338,R498109
R672100,R762246
R691320,R987754
R793139,R548896
R691641,R290856
R906054,R356606
R564436,R377836
R504315,R900344
R624851,R809846
R121474,R360621
R749914,R650692
R443069,R166759
R118771,R528352
R213882,R862956
R437564,R854502
R266398,R818431
R984095,R891954
R542482,R321229
R550886,R287097
R218684,R933751
R925170,R162317
R306623,R541144
R813413,R819353
R675240,R885684
R490374,R489589
R958316,R807423
R106206,R485512
R567805,R916927
R606989,R440762
R545892,R352729
R299769,R449419
R720532,R165834
R549865,R558313
R723462,R921954
R344118,R589213
R800076,R137113
R565751,R784084
R974718,R393129
R987702,R451434
R574138,R591927
R279349,R404359
R740802,R878538
R504583,R128547
R690862,R722180
R116403,R680661
R564628,R390898
R146782,R778403
R155110,R541744
R188397,R769409
R361637,R463307
R489208,R297597
R329874,R382004
R145442,R367112
R884929,R143534
R154367,R660377
R853366,R513685
R934002,R556980
R794889,R454700
R231102,R859868
R687866,R773835
R859487,R535737
R159414,R202465
R532372,R228517
R525982,R355817
R284944,R946753
R788695,R240624
R521250,R254569
R539781,R728486
R127441,R626796
R706772,R793513
R663505,R197373
R754627,R712949
R101090,R166190
R398310,R226239
R286210,R316657
R893906,R794904
R878656,R745265
R538942,R740451
R920727,R207354
R352680,R162025
R160584,R174518
R370490,R803760
R283079,R964411
R326606,R426344
R431482,R262854
R302378,R502738
R665182,R965697
R848586,R564847
R654107,R958868
R198171,R780372
R849857,R292821
R243175,R341609
R352177,R471574
R381709,R421135
R504689,R805931
R268053,R247111
R301697,R435689
R102230,R794514
R712075,R372456
R571194,R653137
R618791,R370932
R527478,R551076
R792549,R660590
R647506,R790757
R925263,R738022
R903526,R325658
R776230,R923509
R968935,R750150
R908615,R267942
R208576,R500723
R478197,R639726
R720748,R566320
R428802,R824142
R711798,R995286
R806076,R379516
R361771,R825661
R221232,R605923
R700156,R587725
R643742,R299265
R800802,R628663
R439477,R228341
R296269,R552010
R767016,R985594
R316668,R914218
R749985,R656505
R950783,R772827
R786024,R422777
R281191,R537811
R381201,R342806
R417273,R640554
R523626,R791310
R440978,R813190
R270636,R594171
R867472,R861021
R530593,R909506
R552713,R386703
R907200,R875720
R519745,R491713
R284228,R451654
R104338,R833152
R649223,R411772
R252325,R876654
R613342,R929885
R147866,R474421
R171213,R919738
R983880,R662719
R448417,R967716
R496205,R523498
R591540,R119871
R551037,R418711
R593302,R665188
R633194,R444265
R131019,R818515
R883461,R577753
R200621,R860093
R153636,R918867
R564208,R361326
R529038,R180192
R765531,R499661
R139923,R814675
R914031,R599584
R756720,R974961
R832481,R857498
R750471,R187052
R646180,R455678
R773935,R285324
R169245,R573997
R658743,R175533
R946383,R872745
R298403,R896874
R416132,R733590
R223781,R818686
R265868,R292906
R688736,R540541
R305289,R496057
R811605,R182035
R927642,R771378
R769755,R536443
R303475,R288881
R617887,R228240
R828137,R834975
R694735,R225377
R921916,R178399
R969011,R741392
R258871,R974749
R470981,R613248
R519625,R349260
R830007,R258504
R736949,R664266
R600490,R569992
R171684,R295258
R666554,R899071
R912652,R794049
R607116,R357597
R483935,R984603
R587181,R540673
R331443,R986119
R112408,R732338
R539411,R852808
R949913,R471062
R520498,R936853
R204863,R455406
R453236,R285174
R355194,R916705
R824308,R252374
R706696,R611471
R793928,R341819
R483894,R745077
R863514,R901462
R642620,R346344
R660333,R134712
R657510,R421263
R859758,R866253
R704465,R804398
R701125,R968618
R507736,R385473
R484348,R615159
R897313,R374384
R729713,R534416
R707799,R110217
R512414,R266851
R722165,R991566
R825537,R864104
R646961,R900837
R108976,R413419
R786410,R730367
R708506,R127989
R717250,R582925
R216745,R646175
R282636,R564212
R997005,R768974
R588325,R269581
R994056,R461651
R317027,R165273
R273320,R656907
R132511,R587579
R316036,R430239
R316856,R308983
R390665,R376769
R660145,R432850
R162069,R314752
R651682,R595103
R726441,R844378
R485998,R463789
R513385,R482070
R332673,R739332
R288334,R564976
R920174,R536552
R190263,R660589
R551363,R267769
R861664,R810984
R969701,R112596
R869477,R440325
R482835,R788120
R435090,R392430
R383993,R323419
R182945,R163486
R730244,R130374
R391752,R910201
R626876,R230798
R668745,R500097
R568819,R800137
R796278,R839959
R110000,R300205
R899786,R687041
R334119,R569613
R761965,R496120
R989274,R622898
R209469,R592532
R162673,R522741
R965326,R668411
R403158,R764115
R382703,R665395
R720902,R206712
R331139,R844003
R414997,R515060
R143331,R106823
R812654,R175561
R515574,R709003
R376181,R129403
R169315,R886560
R444223,R550746
R824250,R816860
R289320,R381610
R699601,R275331
R102099,R430340
R682828,R301295
R471064,R978637
R840160,R600399
R495413,R802864
R137088,R358683
R777336,R104690
R611858,R625463
R902203,R447191
R143941,R271234
R903773,R471819
R169442,R167675
R178837,R907196
R855223,R257967
R465109,R888878
R267669,R807036
R957940,R781487
R895141,R571292
R171618,R483506
R275759,R592854
R268249,R845189
R340485,R221892
R232665,R484185
R821658,R911987
R587108,R785207
R147451,R828686
R941001,R785082
R323474,R802254
R920471,R765075
R580109,R229234
R925235,R174576
R398606,R374691
R163480,R422577
R447217,R140718
R507510,R444918
R764139,R777606
R243601,R831579
R170460,R660723
R536373,R478167
R981754,R133210
R756330,R283968
R699590,R463717
R120912,R673667
R209716,R626821
R553781,R328980
R346686,R459615
R820376,R415351
R329480,R380539
R455050,R393139
R979795,R152839
R837344,R803279
R691258,R509269
R310734,R672378
R778737,R696985
R628550,R261386
R398997,R458105
R836520,R664877
R464407,R539201
R676650,R247832
R648709,R269719
R943539,R994182
R337894,R559326
R487234,R122146
R714235,R190595
R287365,R906164
R326328,R855506
R759169,R517951
R890804,R215572
R628591,R337223
R676363,R222462
R660822,R697788
R839331,R101003
R242802,R108335
R809816,R692175
R389483,R673099
R784974,R851290
R517980,R856134
R754187,R373116
R356025,R243193
R599156,R789106
R153061,R480893
R837594,R895699
R251092,R189545
R981790,R644170
R458833,R923806
R403875,R297816
R116306,R662826
R724735,R985746
R876590,R281003
R741885,R237853
R858390,R776619
R725480,R193421
R672756,R912973
R846853,R597021
R399140,R152302
R149223,R399535
R758308,R431933
R546437,R682167
R158236,R418631
R785712,R792563
R448672,R419354
R734299,R386532
R165559,R544929
R259254,R919159
R709258,R734652
R684824,R922164
R912962,R578786
R852654,R283527
R248022,R908958
R658360,R954064
R211615,R462288
R420067,R992343
R715982,R733614
R429360,R503002
R621681,R795308
R603887,R920555
R314215,R681000
R304227,R135617
R463882,R568893
R445058,R211124
R747233,R241468
R864373,R570396
R601743,R227276
R652504,R416260
R137615,R777405
R443144,R602562
R191571,R282439
R560608,R489384
R472703,R317575
R286213,R775067
R376837,R747957
R826724,R571916
R675709,R800467
R509458,R901288
R439372,R640657
R817142,R976344
R837315,R783761
R929242,R655823
R297764,R571069
R302055,R368459
R143409,R342017
R411595,R719082
R700600,R547281
R772095,R320290
R595030,R142408
R781171,R114514
R844092,R853100
R667480,R584555
R616348,R497880
R576228,R328276
R986854,R868057
R501021,R865796
R729739,R175202
R198376,R255057
R876371,R902665
R913475,R868051
R432559,R423252
R983845,R339323
R985014,R165874
R900555,R557958
R621071,R870828
R727872,R382137
R345275,R331242
R265697,R189894
R779983,R977323
R854415,R758572
R790132,R347494
R650242,R619610
R522333,R386886
R555744,R703685
R615322,R440082
R780454,R164021
R239663,R179384
R869938,R767871
R628954,R922477
R817857,R377008
R519315,R847502
R152926,R314002
R669390,R688393
R466414,R149012
R948399,R154362
R224108,R874272
R336191,R690994
R677956,R487323
R348851,R823506
R304614,R506263
R428374,R978983
R727986,R400909
R696530,R195003
R886578,R643348
R884537,R685033
R389489,R643907
R193423,R689727
R502666,R272893
R446358,R789703
R835202,R704143
R392851,R325980
R294806,R493109
R605748,R489517
R724285,R214098
R499687,R563560
R982579,R377619
R689630,R655891
R971441,R653069
R731679,R139043
R134291,R814678
R184048,R219895
R376059,R823013
R964541,R165860
R940151,R112412
R513889,R451055
R201061,R150876
R139176,R998207
R527554,R278121
R562193,R490368
R528539,R177673
R498432,R654872
R247332,R803734
R481619,R943848
R154764,R685229
R547434,R964549
R787829,R384033
R273555,R880021
R165906,R226638
R671697,R989367
R511072,R652335
R228210,R369835
R886771,R764909
R212678,R201202
R916765,R815144
R612640,R422104
R241808,R519285
R520730,R233663
R803106,R199394
R308669,R777422
R273187,R608649
R226124,R588554
R930153,R728450
R867458,R221199
R448273,R389688
R625330,R458635
R362761,R709152
R128506,R596014
R502976,R886448
R182970,R549741
R429886,R700636
R315006,R343780
R249531,R915256
R630407,R842498
R451763,R902654
R733979,R925218
R683289,R813403
R381957,R156303
R218736,R640062
R541831,R296998
R142746,R735102
R992177,R524620
R225222,R872802
R593519,R289776
R155962,R763499
R393622,R953699
R260284,R123470
R461155,R446267
R736354,R905174
R639864,R884455
R569582,R917085
R357029,R473067
R611828,R387841
R241598,R408816
R556664,R996371
R835155,R424610
R251108,R938079
R595758,R984226
R884960,R353564
R225466,R984458
R462677,R394644
R274948,R324084
R779852,R445622
R214042,R540620
R935608,R431683
R298074,R408139
R326401,R858778
R454722,R971350
R863437,R809679
R773433,R590890
R304516,R198645
R557274,R493821
R161975,R698711
R888067,R465318
R408148,R816428
R801985,R269570
R753817,R693918
R211565,R566216
R915671,R436523
R408482,R768642
R243617,R496864
R800321,R590044
R807955,R638455
R563708,R511942
R969639,R430863
R826781,R665370
R790614,R382791
R458641,R117384
R854463,R815419
R149634,R343580
R762878,R484924
R988031,R836810
R663903,R646273
R186464,R849369
R736683,R122785
R327057,R124743
R979232,R931897
R441043,R538966
R496828,R927391
R380157,R375619
R379404,R980455
R517342,R587636
R761665,R848671
R875536,R287548
R712782,R926215
R581230,R320949
R727030,R455815
R131287,R930764
R478777,R327595
R656179,R644332
R629494,R387796
R852793,R702947
R710534,R339137
R818043,R375146
R837284,R211273
R577840,R948597
R257596,R399078
R236549,R765685
R357399,R904164
R410385,R125438
R718307,R669279
R367313,R423258
R224267,R303048
R394390,R450604
R389836,R311170
R700299,R167671
R636349,R617481
R987817,R871823
R145767,R216565
R214317,R478778
R604908,R418627
R103086,R973142
R389254,R966128
R293015,R994416
R910882,R111834
R582508,R975530
R119355,R153382
R656828,R339064
R110412,R608413
R553345,R839366
R747975,R483583
R256433,R140716
R653273,R827009
R852881,R784451
R281212,R596525
R860114,R815376
R297214,R430513
R961018,R369043
R532100,R420282
R249434,R550798
R305146,R418846
R382773,R642623
R324385,R967994
R887396,R631489
R981154,R614777
R930657,R682158
R220710,R113507
R867165,R934506
R508162,R756592
R592385,R359985
R432355,R548460
R191544,R651364
R133922,R939371
R475706,R363711
R641279,R495013
R123473,R381634
R515294,R930157
R385881,R950151
R961808,R858729
R955550,R599007
R953796,R162779
R764331,R409123
R832663,R188122
R551891,R483686
R132631,R886404
R244358,R998943
R118725,R882881
R879707,R648789
R683472,R188476
R558627,R193980
R379515,R980028
R851127,R466986
R778258,R792715
R224415,R605530
R630941,R185058
R808912,R447430
R252055,R931123
R480740,R913801
R317056,R331826
R823249,R486196
R112945,R179651
R551022,R916480
R504599,R404007
R364749,R811262
R812670,R154418
R383279,R390505
R304284,R965605
R326203,R803007
R276306,R215442
R742920,R270692
R812086,R115176
R790369,R395569
R598502,R176181
R357433,R220178
R727510,R618691
R172656,R385293
R247320,R865701
R590427,R504712
R227770,R568232
R101254,R270454
R308683,R941123
R489827,R469570
R295674,R878254
R924692,R540762
R633432,R593408
R626560,R118603
R613910,R838678
R748064,R887478
R792736,R863841
R425991,R512955
R829949,R220232
R196181,R748797
R728365,R189777
R949560,R180166
R391909,R646387
R331746,R970709
R378131,R399799
R427138,R478577
R694245,R634569
R293387,R765535
R463825,R191290
R775790,R755010
R423935,R630515
R952764,R652038
R131139,R435843
R597111,R670625
R661492,R180997
R377817,R664151
R162539,R990262
R647640,R317504
R272204,R204790
R406961,R387374
R894838,R141744
R792076,R306894
R193998,R589838
R993383,R104849
R445230,R283358
R253570,R421831
R367607,R727947
R163923,R266193
R126484,R645780
R845229,R539825
R956728,R425340
R355329,R626693
R437368,R686241
R242496,R138134
R449510,R977885
R977482,R739537
R832392,R617868
R847008,R378990
R486890,R875123
R994477,R815931
R243784,R215231
R951075,R840969
R766377,R607441
R605000,R340132
R213741,R442826
R449875,R155494
R931589,R456058
R990528,R305761
R380836,R834178
R783505,R473054
R675171,R666553
R661436,R861519
R158233,R330627
R418192,R388181
R448181,R839197
R574709,R219468
R258142,R201751
R583554,R402615
R270442,R354926
R458266,R704571
R628303,R739514
R867676,R787199
R441793,R733201
R583373,R542567
R750113,R819231
R690089,R236457
R750742,R276216
R606752,R745485
R246623,R830787
R655514,R762247
R878860,R573768
R270125,R411754
R644684,R492152
R415808,R275114
R267320,R585428
R851045,R583854
R910745,R310740
R136373,R589024
R892738,R810565
R688767,R619790
R633597,R100842
R156478,R759827
R686841,R671896
R326090,R182646
R805179,R233662
R227864,R954630
R178328,R614890
R154517,R829363
R531155,R423468
R924631,R140626
R567740,R223637
R618270,R488467
R489728,R498427
R483244,R369450
R358160,R106716
R596536,R946814
R314479,R931836
R626448,R103927
R866555,R654413
R289659,R204996
R738096,R825174
R711512,R574949
R390174,R276870
R365517,R281787
R772036,R608765
R345168,R538141
R421254,R297316
R248181,R575736
R987466,R914981
R963715,R983986
R117420,R619988
R377872,R387476
R393630,R462334
R623634,R465520
R950250,R168098
R587581,R653549
R188488,R251599
R141285,R921060
R516600,R948750
R613103,R318636
R456913,R831604
R730048,R369586
R830607,R448189
R647811,R904895
R288996,R727671
R286250,R884989
R513298,R340394
R318395,R121655
R602508,R577261
R146482,R386939
R852425,R819310
R895798,R389879
R761108,R650430
R665838,R996884
R905960,R368294
R933161,R341708
R747446,R663358
R160405,R122860
R803884,R531558
R760649,R459793
R785445,R702506
R677873,R330823
R946045,R849441
R522948,R785446
R346816,R855983
R898018,R281881
R404697,R378339
R196461,R389413
R717403,R422426
R355995,R101941
R118790,R831305
R465603,R588034
R492114,R257413
R702000,R888016
R663040,R719630
R160956,R732883
R993246,R594715
R928148,R673452
R584149,R443848
R614082,R323881
R718122,R809377
R646320,R637112
R463489,R112322
R808856,R547393
R397244,R109423
R562868,R933731
R882649,R925655
R962053,R812562
R465483,R440016
R429942,R596370
R121713,R206136
R714231,R997337
R988016,R684090
R313986,R212428
R161216,R944172
R277253,R713814
R696173,R362744
R981085,R989974
R450774,R376240
R860312,R693231
R948186,R717888
R547045,R782032
R653289,R816997
R784706,R203076
R578336,R859107
R901711,R782352
R857632,R627350
R374804,R395684
R718790,R411688
R647743,R405836
R124454,R271210
R346704,R868128
R589700,R418205
R703848,R254713
R166685,R186508
R685647,R225173
R471668,R179164
R178867,R559255
R699259,R119653
R538443,R934331
R632885,R327670
R925207,R773505
R243067,R531238
R307028,R486775
R283726,R255354
R769854,R541830
R863616,R486607
R451036,R859480
R707013,R616446
R885148,R403561
R274687,R628558
R749479,R318594
R581503,R421778
R535533,R193069
R614803,R546511
R551680,R665263
R545666,R725592
R919305,R583545
R770237,R474615
R888884,R528618
R504179,R517045
R911265,R872577
R905880,R998026
R429679,R394980
R728401,R963924
R937745,R686239
R416382,R574632
R258910,R856719
R262984,R915452
R175335,R477453
R357541,R470201
R465199,R374739
R483681,R867370
R440859,R225906
R780725,R982337
R840391,R999856
R529560,R484956
R339754,R907961
R413320,R264665
R561874,R816461
R914990,R104279
R743142,R497420
R645099,R990776
R127249,R557544
R593870,R626729
R199342,R772978
R971273,R456835
R398517,R726049
R780583,R966772
R255192,R916052
R405327,R957911
R476083,R831511
R973882,R849499
R883676,R190445
R477255,R837004
R743614,R166489
R913411,R274578
R968889,R804502
R478148,R368676
R947651,R325207
R478529,R128299
R135598,R125545
R902296,R649572
R973797,R290501
R882474,R768937
R465339,R251776
R919803,R139954
R795808,R576223
R979022,R998701
R390384,R435936
R759199,R851796
R698221,R473112
R985431,R367035
R340670,R458376
R418690,R456653
R135860,R929519
R196104,R475802
R461122,R681315
R197331,R610716
R195971,R624064
R835918,R197874
R937459,R127302
R448772,R501377
R520800,R596082
R186706,R941765
R206204,R622541
R171864,R881651
R428800,R177637
